date,product_name,mrp,cost_price,current_price,discount_pct,stock_qty,days_to_expiry,units_sold_today,is_weekend,margin_pct,profit_per_unit,revenue_today,profit_today,units_sold_7d_avg,waste_if_unsold,loss_if_expired
2025-04-03,Milk 1L,66,58,52.8,20,8,1,8,0,12.1,-5.2,422.4,-41.6,23.86,0,0
2025-04-04,Milk 1L,66,58,62.7,5,40,2,23,0,12.1,4.7,1442.1,108.1,19.86,0,0
2025-04-05,Milk 1L,66,58,59.4,10,17,1,17,1,12.1,1.4,1009.8,23.8,21.43,0,0
2025-04-06,Milk 1L,66,58,62.7,5,41,2,26,1,12.1,4.7,1630.2,122.2,18.14,0,0
2025-04-07,Milk 1L,66,58,59.4,10,15,1,15,0,12.1,1.4,891.0,21.0,21.14,0,0
2025-04-08,Milk 1L,66,58,52.8,20,46,2,27,0,12.1,-5.2,1425.6,-140.4,20.43,0,0
2025-04-09,Milk 1L,66,58,52.8,20,19,1,19,0,12.1,-5.2,1003.2,-98.8,21.71,0,0
2025-04-10,Milk 1L,66,58,59.4,10,43,2,21,0,12.1,1.4,1247.4,29.4,19.29,0,0
2025-04-11,Milk 1L,66,58,59.4,10,22,1,22,0,12.1,1.4,1306.8,30.8,21.14,0,0
2025-04-12,Milk 1L,66,58,52.8,20,49,2,49,1,12.1,-5.2,2587.2,-254.8,21.0,0,0
2025-04-13,Milk 1L,66,58,52.8,20,44,2,44,1,12.1,-5.2,2323.2,-228.8,25.57,0,0
2025-04-14,Milk 1L,66,58,52.8,20,44,2,39,0,12.1,-5.2,2059.2,-202.8,28.14,0,0
2025-04-15,Milk 1L,66,58,52.8,20,5,1,5,0,12.1,-5.2,264.0,-26.0,31.57,0,0
2025-04-16,Milk 1L,66,58,52.8,20,44,2,44,0,12.1,-5.2,2323.2,-228.8,28.43,0,0
2025-04-17,Milk 1L,66,58,62.7,5,39,2,18,0,12.1,4.7,1128.6,84.6,32.0,0,0
2025-04-18,Milk 1L,66,58,59.4,10,21,1,21,0,12.1,1.4,1247.4,29.4,31.57,0,0
2025-04-19,Milk 1L,66,58,52.8,20,37,2,36,1,12.1,-5.2,1900.8,-187.2,31.43,0,0
2025-04-20,Milk 1L,66,58,59.4,10,1,1,1,1,12.1,1.4,59.4,1.4,29.57,0,0
2025-04-21,Milk 1L,66,58,62.7,5,48,2,32,0,12.1,4.7,2006.4,150.4,23.43,0,0
2025-04-22,Milk 1L,66,58,46.2,30,16,1,16,0,12.1,-11.8,739.2,-188.8,22.43,0,0
2025-04-23,Milk 1L,66,58,59.4,10,40,2,32,0,12.1,1.4,1900.8,44.8,24.0,0,0
2025-04-24,Milk 1L,66,58,39.6,40,8,1,8,0,12.1,-18.4,316.8,-147.2,22.29,0,0
2025-04-25,Milk 1L,66,58,59.4,10,49,2,37,0,12.1,1.4,2197.8,51.8,20.86,0,0
2025-04-26,Milk 1L,66,58,59.4,10,12,1,12,1,12.1,1.4,712.8,16.8,23.14,0,0
2025-04-27,Milk 1L,66,58,52.8,20,44,2,40,1,12.1,-5.2,2112.0,-208.0,19.71,0,0
2025-04-28,Milk 1L,66,58,59.4,10,4,1,4,0,12.1,1.4,237.6,5.6,25.29,0,0
2025-04-29,Milk 1L,66,58,46.2,30,39,2,38,0,12.1,-11.8,1755.6,-448.4,21.29,0,0
2025-04-30,Milk 1L,66,58,46.2,30,1,1,1,0,12.1,-11.8,46.2,-11.8,24.43,0,0
2025-05-01,Milk 1L,66,58,62.7,5,41,2,28,0,12.1,4.7,1755.6,131.6,20.0,0,0
2025-05-02,Milk 1L,66,58,66.0,0,13,1,13,0,12.1,8.0,858.0,104.0,22.86,0,0
2025-05-03,Milk 1L,66,58,59.4,10,43,2,43,1,12.1,1.4,2554.2,60.2,19.43,0,0
2025-05-04,Milk 1L,66,58,39.6,40,39,2,39,1,12.1,-18.4,1544.4,-717.6,23.86,0,0
2025-05-05,Milk 1L,66,58,52.8,20,39,2,39,0,12.1,-5.2,2059.2,-202.8,23.71,0,0
2025-05-06,Milk 1L,66,58,52.8,20,51,2,31,0,12.1,-5.2,1636.8,-161.2,28.71,0,0
2025-05-07,Milk 1L,66,58,59.4,10,20,1,20,0,12.1,1.4,1188.0,28.0,27.71,0,0
2025-05-08,Milk 1L,66,58,52.8,20,42,2,39,0,12.1,-5.2,2059.2,-202.8,30.43,0,0
2025-05-09,Milk 1L,66,58,46.2,30,3,1,3,0,12.1,-11.8,138.6,-35.4,32.0,0,0
2025-05-10,Milk 1L,66,58,52.8,20,38,2,38,1,12.1,-5.2,2006.4,-197.6,30.57,0,0
2025-05-11,Milk 1L,66,58,62.7,5,37,2,29,1,12.1,4.7,1818.3,136.3,29.86,0,0
2025-05-12,Milk 1L,66,58,62.7,5,8,1,8,0,12.1,4.7,501.6,37.6,28.43,0,0
2025-05-13,Milk 1L,66,58,39.6,40,48,2,42,0,12.1,-18.4,1663.2,-772.8,24.0,0,0
2025-05-14,Milk 1L,66,58,46.2,30,6,1,6,0,12.1,-11.8,277.2,-70.8,25.57,0,0
2025-05-15,Milk 1L,66,58,52.8,20,43,2,29,0,12.1,-5.2,1531.2,-150.8,23.57,0,0
2025-05-16,Milk 1L,66,58,66.0,0,14,1,14,0,12.1,8.0,924.0,112.0,22.14,0,0
2025-05-17,Milk 1L,66,58,39.6,40,41,2,41,1,12.1,-18.4,1623.6,-754.4,23.71,0,0
2025-05-18,Milk 1L,66,58,62.7,5,39,2,29,1,12.1,4.7,1818.3,136.3,24.14,0,0
2025-05-19,Milk 1L,66,58,52.8,20,10,1,10,0,12.1,-5.2,528.0,-52.0,24.14,0,0
2025-05-20,Milk 1L,66,58,52.8,20,40,2,40,0,12.1,-5.2,2112.0,-208.0,24.43,0,0
2025-05-21,Milk 1L,66,58,39.6,40,47,2,35,0,12.1,-18.4,1386.0,-644.0,24.14,0,0
2025-05-22,Milk 1L,66,58,52.8,20,12,1,12,0,12.1,-5.2,633.6,-62.4,28.29,0,0
2025-05-23,Milk 1L,66,58,46.2,30,44,2,38,0,12.1,-11.8,1755.6,-448.4,25.86,0,0
2025-05-24,Milk 1L,66,58,46.2,30,6,1,6,1,12.1,-11.8,277.2,-70.8,29.29,0,0
2025-05-25,Milk 1L,66,58,39.6,40,43,2,43,1,12.1,-18.4,1702.8,-791.2,24.29,0,0
2025-05-26,Milk 1L,66,58,52.8,20,50,2,27,0,12.1,-5.2,1425.6,-140.4,26.29,0,0
2025-05-27,Milk 1L,66,58,52.8,20,23,1,21,0,12.1,-5.2,1108.8,-109.2,28.71,2,116
2025-05-28,Milk 1L,66,58,59.4,10,38,2,29,0,12.1,1.4,1722.6,40.6,26.0,0,0
2025-05-29,Milk 1L,66,58,59.4,10,9,1,9,0,12.1,1.4,534.6,12.6,25.14,0,0
2025-05-30,Milk 1L,66,58,66.0,0,38,2,17,0,12.1,8.0,1122.0,136.0,24.71,0,0
2025-05-31,Milk 1L,66,58,59.4,10,21,1,21,1,12.1,1.4,1247.4,29.4,21.71,0,0
2025-06-01,Milk 1L,66,58,52.8,20,44,2,39,1,12.1,-5.2,2059.2,-202.8,23.86,0,0
2025-06-02,Milk 1L,66,58,62.7,5,5,1,5,0,12.1,4.7,313.5,23.5,23.29,0,0
2025-06-03,Milk 1L,66,58,52.8,20,49,2,36,0,12.1,-5.2,1900.8,-187.2,20.14,0,0
2025-06-04,Milk 1L,66,58,59.4,10,13,1,13,0,12.1,1.4,772.2,18.2,22.29,0,0
2025-06-05,Milk 1L,66,58,52.8,20,41,2,29,0,12.1,-5.2,1531.2,-150.8,20.0,0,0
2025-06-06,Milk 1L,66,58,39.6,40,12,1,12,0,12.1,-18.4,475.2,-220.8,22.86,0,0
2025-06-07,Milk 1L,66,58,59.4,10,37,2,37,1,12.1,1.4,2197.8,51.8,22.14,0,0
2025-06-08,Milk 1L,66,58,59.4,10,52,2,35,1,12.1,1.4,2079.0,49.0,24.43,0,0
2025-06-09,Milk 1L,66,58,59.4,10,17,1,17,0,12.1,1.4,1009.8,23.8,23.86,0,0
2025-06-10,Milk 1L,66,58,52.8,20,42,2,31,0,12.1,-5.2,1636.8,-161.2,25.57,0,0
2025-06-11,Milk 1L,66,58,59.4,10,11,1,11,0,12.1,1.4,653.4,15.4,24.86,0,0
2025-06-12,Milk 1L,66,58,52.8,20,39,2,32,0,12.1,-5.2,1689.6,-166.4,24.57,0,0
2025-06-13,Milk 1L,66,58,59.4,10,7,1,7,0,12.1,1.4,415.8,9.8,25.0,0,0
2025-06-14,Milk 1L,66,58,46.2,30,42,2,42,1,12.1,-11.8,1940.4,-495.6,24.29,0,0
2025-06-15,Milk 1L,66,58,59.4,10,50,2,27,1,12.1,1.4,1603.8,37.8,25.0,0,0
2025-06-16,Milk 1L,66,58,52.8,20,23,1,23,0,12.1,-5.2,1214.4,-119.6,23.86,0,0
2025-06-17,Milk 1L,66,58,52.8,20,51,2,39,0,12.1,-5.2,2059.2,-202.8,24.71,0,0
2025-06-18,Milk 1L,66,58,39.6,40,12,1,12,0,12.1,-18.4,475.2,-220.8,25.86,0,0
2025-06-19,Milk 1L,66,58,52.8,20,44,2,30,0,12.1,-5.2,1584.0,-156.0,26.0,0,0
2025-06-20,Milk 1L,66,58,66.0,0,14,1,14,0,12.1,8.0,924.0,112.0,25.71,0,0
2025-06-21,Milk 1L,66,58,62.7,5,37,2,26,1,12.1,4.7,1630.2,122.2,26.71,0,0
2025-06-22,Milk 1L,66,58,66.0,0,11,1,11,1,12.1,8.0,726.0,88.0,24.43,0,0
2025-06-23,Milk 1L,66,58,59.4,10,42,2,26,0,12.1,1.4,1544.4,36.4,22.14,0,0
2025-06-24,Milk 1L,66,58,66.0,0,16,1,16,0,12.1,8.0,1056.0,128.0,22.57,0,0
2025-06-25,Milk 1L,66,58,59.4,10,45,2,35,0,12.1,1.4,2079.0,49.0,19.29,0,0
2025-06-26,Milk 1L,66,58,46.2,30,10,1,10,0,12.1,-11.8,462.0,-118.0,22.57,0,0
2025-06-27,Milk 1L,66,58,46.2,30,48,2,39,0,12.1,-11.8,1801.8,-460.2,19.71,0,0
2025-06-28,Milk 1L,66,58,66.0,0,9,1,9,1,12.1,8.0,594.0,72.0,23.29,0,0
2025-06-29,Milk 1L,66,58,46.2,30,37,2,37,1,12.1,-11.8,1709.4,-436.6,20.86,0,0
2025-01-01,Onions 1kg,35,24,35.0,0,509,15,27,0,31.4,11.0,945.0,297.0,27.0,0,0
2025-01-02,Onions 1kg,35,24,35.0,0,482,14,25,0,31.4,11.0,875.0,275.0,27.0,0,0
2025-01-03,Onions 1kg,35,24,35.0,0,457,13,33,0,31.4,11.0,1155.0,363.0,26.0,0,0
2025-01-04,Onions 1kg,35,24,35.0,0,424,12,43,1,31.4,11.0,1505.0,473.0,28.33,0,0
2025-01-05,Onions 1kg,35,24,35.0,0,381,11,35,1,31.4,11.0,1225.0,385.0,32.0,0,0
2025-01-06,Onions 1kg,35,24,35.0,0,346,10,32,0,31.4,11.0,1120.0,352.0,32.6,0,0
2025-01-07,Onions 1kg,35,24,35.0,0,314,9,31,0,31.4,11.0,1085.0,341.0,32.5,0,0
2025-01-08,Onions 1kg,35,24,35.0,0,283,8,20,0,31.4,11.0,700.0,220.0,32.29,0,0
2025-01-09,Onions 1kg,35,24,35.0,0,263,7,29,0,31.4,11.0,1015.0,319.0,31.29,0,0
2025-01-10,Onions 1kg,35,24,35.0,0,234,6,32,0,31.4,11.0,1120.0,352.0,31.86,0,0
2025-01-11,Onions 1kg,35,24,35.0,0,202,5,31,1,31.4,11.0,1085.0,341.0,31.71,0,0
2025-01-12,Onions 1kg,35,24,35.0,0,171,4,25,1,31.4,11.0,875.0,275.0,30.0,0,0
2025-01-13,Onions 1kg,35,24,35.0,0,146,3,23,0,31.4,11.0,805.0,253.0,28.57,0,0
2025-01-14,Onions 1kg,35,24,33.25,5,123,2,36,0,31.4,9.25,1197.0,333.0,27.29,0,0
2025-01-15,Onions 1kg,35,24,28.0,20,87,1,68,0,31.4,4.0,1904.0,272.0,28.0,19,456
2025-01-16,Onions 1kg,35,24,35.0,0,498,15,25,0,31.4,11.0,875.0,275.0,34.86,0,0
2025-01-17,Onions 1kg,35,24,35.0,0,473,14,34,0,31.4,11.0,1190.0,374.0,34.29,0,0
2025-01-18,Onions 1kg,35,24,35.0,0,439,13,37,1,31.4,11.0,1295.0,407.0,34.57,0,0
2025-01-19,Onions 1kg,35,24,35.0,0,402,12,39,1,31.4,11.0,1365.0,429.0,35.43,0,0
2025-01-20,Onions 1kg,35,24,35.0,0,363,11,29,0,31.4,11.0,1015.0,319.0,37.43,0,0
2025-01-21,Onions 1kg,35,24,35.0,0,334,10,33,0,31.4,11.0,1155.0,363.0,38.29,0,0
2025-01-22,Onions 1kg,35,24,35.0,0,301,9,33,0,31.4,11.0,1155.0,363.0,37.86,0,0
2025-01-23,Onions 1kg,35,24,35.0,0,268,8,30,0,31.4,11.0,1050.0,330.0,32.86,0,0
2025-01-24,Onions 1kg,35,24,35.0,0,238,7,35,0,31.4,11.0,1225.0,385.0,33.57,0,0
2025-01-25,Onions 1kg,35,24,35.0,0,203,6,36,1,31.4,11.0,1260.0,396.0,33.71,0,0
2025-01-26,Onions 1kg,35,24,35.0,0,167,5,38,1,31.4,11.0,1330.0,418.0,33.57,0,0
2025-01-27,Onions 1kg,35,24,35.0,0,129,4,26,0,31.4,11.0,910.0,286.0,33.43,0,0
2025-01-28,Onions 1kg,35,24,35.0,0,103,3,35,0,31.4,11.0,1225.0,385.0,33.0,0,0
2025-01-29,Onions 1kg,35,24,31.5,10,68,2,50,0,31.4,7.5,1575.0,375.0,33.29,0,0
2025-01-30,Onions 1kg,35,24,21.0,40,18,1,18,0,31.4,-3.0,378.0,-54.0,35.71,0,0
2025-01-31,Onions 1kg,35,24,35.0,0,507,15,26,0,31.4,11.0,910.0,286.0,34.0,0,0
2025-02-01,Onions 1kg,35,24,35.0,0,481,14,41,1,31.4,11.0,1435.0,451.0,32.71,0,0
2025-02-02,Onions 1kg,35,24,35.0,0,440,13,33,1,31.4,11.0,1155.0,363.0,33.43,0,0
2025-02-03,Onions 1kg,35,24,35.0,0,407,12,34,0,31.4,11.0,1190.0,374.0,32.71,0,0
2025-02-04,Onions 1kg,35,24,35.0,0,373,11,23,0,31.4,11.0,805.0,253.0,33.86,0,0
2025-02-05,Onions 1kg,35,24,35.0,0,350,10,29,0,31.4,11.0,1015.0,319.0,32.14,0,0
2025-02-06,Onions 1kg,35,24,35.0,0,321,9,31,0,31.4,11.0,1085.0,341.0,29.14,0,0
2025-02-07,Onions 1kg,35,24,35.0,0,290,8,36,0,31.4,11.0,1260.0,396.0,31.0,0,0
2025-02-08,Onions 1kg,35,24,35.0,0,254,7,29,1,31.4,11.0,1015.0,319.0,32.43,0,0
2025-02-09,Onions 1kg,35,24,35.0,0,225,6,47,1,31.4,11.0,1645.0,517.0,30.71,0,0
2025-02-10,Onions 1kg,35,24,35.0,0,178,5,25,0,31.4,11.0,875.0,275.0,32.71,0,0
2025-02-11,Onions 1kg,35,24,35.0,0,153,4,25,0,31.4,11.0,875.0,275.0,31.43,0,0
2025-02-12,Onions 1kg,35,24,35.0,0,128,3,30,0,31.4,11.0,1050.0,330.0,31.71,0,0
2025-02-13,Onions 1kg,35,24,31.5,10,98,2,59,0,31.4,7.5,1858.5,442.5,31.86,0,0
2025-02-14,Onions 1kg,35,24,24.5,30,39,1,39,0,31.4,0.5,955.5,19.5,35.86,0,0
2025-02-15,Onions 1kg,35,24,35.0,0,430,15,30,1,31.4,11.0,1050.0,330.0,36.29,0,0
2025-02-16,Onions 1kg,35,24,35.0,0,400,14,42,1,31.4,11.0,1470.0,462.0,36.43,0,0
2025-02-17,Onions 1kg,35,24,35.0,0,358,13,25,0,31.4,11.0,875.0,275.0,35.71,0,0
2025-02-18,Onions 1kg,35,24,35.0,0,333,12,23,0,31.4,11.0,805.0,253.0,35.71,0,0
2025-02-19,Onions 1kg,35,24,35.0,0,310,11,31,0,31.4,11.0,1085.0,341.0,35.43,0,0
2025-02-20,Onions 1kg,35,24,35.0,0,279,10,33,0,31.4,11.0,1155.0,363.0,35.57,0,0
2025-02-21,Onions 1kg,35,24,35.0,0,246,9,32,0,31.4,11.0,1120.0,352.0,31.86,0,0
2025-02-22,Onions 1kg,35,24,35.0,0,214,8,33,1,31.4,11.0,1155.0,363.0,30.86,0,0
2025-02-23,Onions 1kg,35,24,35.0,0,181,7,51,1,31.4,11.0,1785.0,561.0,31.29,0,0
2025-02-24,Onions 1kg,35,24,35.0,0,130,6,33,0,31.4,11.0,1155.0,363.0,32.57,0,0
2025-02-25,Onions 1kg,35,24,35.0,0,97,5,31,0,31.4,11.0,1085.0,341.0,33.71,0,0
2025-02-26,Onions 1kg,35,24,35.0,0,66,4,28,0,31.4,11.0,980.0,308.0,34.86,0,0
2025-02-27,Onions 1kg,35,24,35.0,0,38,3,38,0,31.4,11.0,1330.0,418.0,34.43,0,0
2025-02-28,Onions 1kg,35,24,35.0,0,420,15,25,0,31.4,11.0,875.0,275.0,35.14,0,0
2025-03-01,Onions 1kg,35,24,35.0,0,395,14,30,1,31.4,11.0,1050.0,330.0,34.14,0,0
2025-03-02,Onions 1kg,35,24,35.0,0,365,13,37,1,31.4,11.0,1295.0,407.0,33.71,0,0
2025-03-03,Onions 1kg,35,24,35.0,0,328,12,23,0,31.4,11.0,805.0,253.0,31.71,0,0
2025-03-04,Onions 1kg,35,24,35.0,0,305,11,30,0,31.4,11.0,1050.0,330.0,30.29,0,0
2025-03-05,Onions 1kg,35,24,35.0,0,275,10,24,0,31.4,11.0,840.0,264.0,30.14,0,0
2025-03-06,Onions 1kg,35,24,35.0,0,251,9,20,0,31.4,11.0,700.0,220.0,29.57,0,0
2025-03-07,Onions 1kg,35,24,35.0,0,231,8,30,0,31.4,11.0,1050.0,330.0,27.0,0,0
2025-03-08,Onions 1kg,35,24,35.0,0,201,7,42,1,31.4,11.0,1470.0,462.0,27.71,0,0
2025-03-09,Onions 1kg,35,24,35.0,0,159,6,32,1,31.4,11.0,1120.0,352.0,29.43,0,0
2025-03-10,Onions 1kg,35,24,35.0,0,127,5,22,0,31.4,11.0,770.0,242.0,28.71,0,0
2025-03-11,Onions 1kg,35,24,35.0,0,105,4,30,0,31.4,11.0,1050.0,330.0,28.57,0,0
2025-03-12,Onions 1kg,35,24,35.0,0,75,3,30,0,31.4,11.0,1050.0,330.0,28.57,0,0
2025-03-13,Onions 1kg,35,24,28.0,20,45,2,45,0,31.4,4.0,1260.0,180.0,29.43,0,0
2025-03-14,Onions 1kg,35,24,35.0,0,552,15,27,0,31.4,11.0,945.0,297.0,33.0,0,0
2025-03-15,Onions 1kg,35,24,35.0,0,525,14,36,1,31.4,11.0,1260.0,396.0,32.57,0,0
2025-03-16,Onions 1kg,35,24,35.0,0,489,13,32,1,31.4,11.0,1120.0,352.0,31.71,0,0
2025-03-17,Onions 1kg,35,24,35.0,0,457,12,24,0,31.4,11.0,840.0,264.0,31.71,0,0
2025-03-18,Onions 1kg,35,24,35.0,0,433,11,41,0,31.4,11.0,1435.0,451.0,32.0,0,0
2025-03-19,Onions 1kg,35,24,35.0,0,392,10,30,0,31.4,11.0,1050.0,330.0,33.57,0,0
2025-03-20,Onions 1kg,35,24,35.0,0,362,9,26,0,31.4,11.0,910.0,286.0,33.57,0,0
2025-03-21,Onions 1kg,35,24,35.0,0,336,8,35,0,31.4,11.0,1225.0,385.0,30.86,0,0
2025-03-22,Onions 1kg,35,24,35.0,0,301,7,29,1,31.4,11.0,1015.0,319.0,32.0,0,0
2025-03-23,Onions 1kg,35,24,35.0,0,272,6,26,1,31.4,11.0,910.0,286.0,31.0,0,0
2025-03-24,Onions 1kg,35,24,35.0,0,246,5,20,0,31.4,11.0,700.0,220.0,30.14,0,0
2025-03-25,Onions 1kg,35,24,35.0,0,226,4,31,0,31.4,11.0,1085.0,341.0,29.57,0,0
2025-03-26,Onions 1kg,35,24,35.0,0,195,3,33,0,31.4,11.0,1155.0,363.0,28.14,0,0
2025-03-27,Onions 1kg,35,24,33.25,5,162,2,26,0,31.4,9.25,864.5,240.5,28.57,0,0
2025-03-28,Onions 1kg,35,24,28.0,20,136,1,59,0,31.4,4.0,1652.0,236.0,28.57,77,1848
2025-03-29,Onions 1kg,35,24,35.0,0,551,15,25,1,31.4,11.0,875.0,275.0,32.0,0,0
2025-03-30,Onions 1kg,35,24,35.0,0,526,14,26,1,31.4,11.0,910.0,286.0,31.43,0,0
2025-03-31,Onions 1kg,35,24,35.0,0,500,13,27,0,31.4,11.0,945.0,297.0,31.43,0,0
2025-04-01,Onions 1kg,35,24,35.0,0,473,12,17,0,31.4,11.0,595.0,187.0,32.43,0,0
2025-04-02,Onions 1kg,35,24,35.0,0,456,11,23,0,31.4,11.0,805.0,253.0,30.43,0,0
2025-04-03,Onions 1kg,35,24,35.0,0,433,10,22,0,31.4,11.0,770.0,242.0,29.0,0,0
2025-04-04,Onions 1kg,35,24,35.0,0,411,9,35,0,31.4,11.0,1225.0,385.0,28.43,0,0
2025-04-05,Onions 1kg,35,24,35.0,0,376,8,31,1,31.4,11.0,1085.0,341.0,25.0,0,0
2025-04-06,Onions 1kg,35,24,35.0,0,345,7,31,1,31.4,11.0,1085.0,341.0,25.86,0,0
2025-04-07,Onions 1kg,35,24,35.0,0,314,6,33,0,31.4,11.0,1155.0,363.0,26.57,0,0
2025-04-08,Onions 1kg,35,24,35.0,0,281,5,32,0,31.4,11.0,1120.0,352.0,27.43,0,0
2025-04-09,Onions 1kg,35,24,35.0,0,249,4,39,0,31.4,11.0,1365.0,429.0,29.57,0,0
2025-04-10,Onions 1kg,35,24,35.0,0,210,3,30,0,31.4,11.0,1050.0,330.0,31.86,0,0
2025-04-11,Onions 1kg,35,24,33.25,5,180,2,37,0,31.4,9.25,1230.25,342.25,33.0,0,0
2025-04-12,Onions 1kg,35,24,28.0,20,143,1,67,1,31.4,4.0,1876.0,268.0,33.29,76,1824
2025-04-13,Onions 1kg,35,24,35.0,0,529,15,33,1,31.4,11.0,1155.0,363.0,38.43,0,0
2025-04-14,Onions 1kg,35,24,35.0,0,496,14,40,0,31.4,11.0,1400.0,440.0,38.71,0,0
2025-04-15,Onions 1kg,35,24,35.0,0,456,13,26,0,31.4,11.0,910.0,286.0,39.71,0,0
2025-04-16,Onions 1kg,35,24,35.0,0,430,12,33,0,31.4,11.0,1155.0,363.0,38.86,0,0
2025-04-17,Onions 1kg,35,24,35.0,0,397,11,25,0,31.4,11.0,875.0,275.0,38.0,0,0
2025-04-18,Onions 1kg,35,24,35.0,0,372,10,30,0,31.4,11.0,1050.0,330.0,37.29,0,0
2025-04-19,Onions 1kg,35,24,35.0,0,342,9,25,1,31.4,11.0,875.0,275.0,36.29,0,0
2025-04-20,Onions 1kg,35,24,35.0,0,317,8,39,1,31.4,11.0,1365.0,429.0,30.29,0,0
2025-04-21,Onions 1kg,35,24,35.0,0,278,7,32,0,31.4,11.0,1120.0,352.0,31.14,0,0
2025-04-22,Onions 1kg,35,24,35.0,0,246,6,26,0,31.4,11.0,910.0,286.0,30.0,0,0
2025-04-23,Onions 1kg,35,24,35.0,0,220,5,33,0,31.4,11.0,1155.0,363.0,30.0,0,0
2025-04-24,Onions 1kg,35,24,35.0,0,187,4,46,0,31.4,11.0,1610.0,506.0,30.0,0,0
2025-04-25,Onions 1kg,35,24,35.0,0,141,3,28,0,31.4,11.0,980.0,308.0,33.0,0,0
2025-04-26,Onions 1kg,35,24,35.0,0,113,2,37,1,31.4,11.0,1295.0,407.0,32.71,0,0
2025-04-27,Onions 1kg,35,24,28.0,20,76,1,58,1,31.4,4.0,1624.0,232.0,34.43,18,432
2025-04-28,Onions 1kg,35,24,35.0,0,431,15,36,0,31.4,11.0,1260.0,396.0,37.14,0,0
2025-04-29,Onions 1kg,35,24,35.0,0,395,14,35,0,31.4,11.0,1225.0,385.0,37.71,0,0
2025-04-30,Onions 1kg,35,24,35.0,0,360,13,29,0,31.4,11.0,1015.0,319.0,39.0,0,0
2025-05-01,Onions 1kg,35,24,35.0,0,331,12,25,0,31.4,11.0,875.0,275.0,38.43,0,0
2025-05-02,Onions 1kg,35,24,35.0,0,306,11,38,0,31.4,11.0,1330.0,418.0,35.43,0,0
2025-05-03,Onions 1kg,35,24,35.0,0,268,10,29,1,31.4,11.0,1015.0,319.0,36.86,0,0
2025-05-04,Onions 1kg,35,24,35.0,0,239,9,33,1,31.4,11.0,1155.0,363.0,35.71,0,0
2025-05-05,Onions 1kg,35,24,35.0,0,206,8,38,0,31.4,11.0,1330.0,418.0,32.14,0,0
2025-05-06,Onions 1kg,35,24,35.0,0,168,7,26,0,31.4,11.0,910.0,286.0,32.43,0,0
2025-05-07,Onions 1kg,35,24,35.0,0,142,6,26,0,31.4,11.0,910.0,286.0,31.14,0,0
2025-05-08,Onions 1kg,35,24,35.0,0,116,5,20,0,31.4,11.0,700.0,220.0,30.71,0,0
2025-05-09,Onions 1kg,35,24,35.0,0,96,4,41,0,31.4,11.0,1435.0,451.0,30.0,0,0
2025-05-10,Onions 1kg,35,24,35.0,0,55,3,47,1,31.4,11.0,1645.0,517.0,30.43,0,0
2025-05-11,Onions 1kg,35,24,31.5,10,8,2,8,1,31.4,7.5,252.0,60.0,33.0,0,0
2025-05-12,Onions 1kg,35,24,35.0,0,531,15,27,0,31.4,11.0,945.0,297.0,29.43,0,0
2025-05-13,Onions 1kg,35,24,35.0,0,504,14,30,0,31.4,11.0,1050.0,330.0,27.86,0,0
2025-05-14,Onions 1kg,35,24,35.0,0,474,13,43,0,31.4,11.0,1505.0,473.0,28.43,0,0
2025-05-15,Onions 1kg,35,24,35.0,0,431,12,23,0,31.4,11.0,805.0,253.0,30.86,0,0
2025-05-16,Onions 1kg,35,24,35.0,0,408,11,38,0,31.4,11.0,1330.0,418.0,31.29,0,0
2025-05-17,Onions 1kg,35,24,35.0,0,370,10,27,1,31.4,11.0,945.0,297.0,30.86,0,0
2025-05-18,Onions 1kg,35,24,35.0,0,343,9,34,1,31.4,11.0,1190.0,374.0,28.0,0,0
2025-05-19,Onions 1kg,35,24,35.0,0,309,8,32,0,31.4,11.0,1120.0,352.0,31.71,0,0
2025-05-20,Onions 1kg,35,24,35.0,0,277,7,29,0,31.4,11.0,1015.0,319.0,32.43,0,0
2025-05-21,Onions 1kg,35,24,35.0,0,248,6,29,0,31.4,11.0,1015.0,319.0,32.29,0,0
2025-05-22,Onions 1kg,35,24,35.0,0,219,5,23,0,31.4,11.0,805.0,253.0,30.29,0,0
2025-05-23,Onions 1kg,35,24,35.0,0,196,4,21,0,31.4,11.0,735.0,231.0,30.29,0,0
2025-05-24,Onions 1kg,35,24,35.0,0,175,3,32,1,31.4,11.0,1120.0,352.0,27.86,0,0
2025-05-25,Onions 1kg,35,24,24.5,30,143,2,85,1,31.4,0.5,2082.5,42.5,28.57,0,0
2025-05-26,Onions 1kg,35,24,28.0,20,58,1,58,0,31.4,4.0,1624.0,232.0,35.86,0,0
2025-05-27,Onions 1kg,35,24,35.0,0,560,15,34,0,31.4,11.0,1190.0,374.0,39.57,0,0
2025-05-28,Onions 1kg,35,24,35.0,0,526,14,30,0,31.4,11.0,1050.0,330.0,40.29,0,0
2025-05-29,Onions 1kg,35,24,35.0,0,496,13,21,0,31.4,11.0,735.0,231.0,40.43,0,0
2025-05-30,Onions 1kg,35,24,35.0,0,475,12,29,0,31.4,11.0,1015.0,319.0,40.14,0,0
2025-05-31,Onions 1kg,35,24,35.0,0,446,11,42,1,31.4,11.0,1470.0,462.0,41.29,0,0
2025-06-01,Onions 1kg,35,24,35.0,0,404,10,30,1,31.4,11.0,1050.0,330.0,42.71,0,0
